Year,Units_Sold,Price_Per_Unit,Discount_Percent,Advertising_Spend,Store_Count,Online_Sales_Percent,Customer_Rating,Toy_Name
2015,2360,42.5,48.27,39518.5,103,86.66,1.5,Barbie Doll
2015,4451,8.72,39.99,22680.33,183,54.24,3.0,Toy Bike
2015,3345,91.33,47.72,27826.01,13,35.41,4.9,Teddy Bear
2025,811,74.42,10.24,2594.24,101,31.46,3.9,Remote Control Car
2023,4733,30.81,37.55,25399.42,196,35.38,4.0,Building Blocks
2025,2171,52.2,16.08,21889.48,40,27.19,2.6,Building Blocks
2017,3632,7.64,36.26,19349.78,143,29.64,2.8,Toy Bike
2019,4247,37.23,18.69,40952.25,28,40.33,4.4,Puzzle Game
2025,1679,54.64,14.47,9914.29,185,51.65,1.3,Building Blocks
2024,4338,54.14,47.94,9639.2,192,68.06,1.2,Train Set
2023,1135,24.78,10.49,26562.21,123,34.25,3.8,Puzzle Game
2020,2507,78.79,37.93,34670.05,133,20.82,2.1,Teddy Bear
2023,4445,33.39,33.73,2099.59,62,11.65,5.0,Remote Control Car
2022,3316,60.14,15.17,27746.18,170,39.77,5.0,Toy Bike
2022,503,30.79,22.92,15636.26,66,73.27,3.6,Teddy Bear
2015,2671,45.39,7.15,38087.19,20,36.31,2.9,Toy Bike
2023,668,24.71,46.06,23974.72,86,27.37,1.0,Action Figure
2020,686,65.14,48.41,41869.69,168,82.93,3.4,Train Set
2023,2398,45.43,36.62,20451.82,155,62.98,1.4,Action Figure
2017,4924,6.53,42.47,41527.39,149,88.05,4.6,Action Figure
2017,3086,7.68,4.13,36108.85,121,54.87,1.5,Action Figure
2020,2299,49.76,19.2,41584.61,20,53.27,1.4,Train Set
2023,2771,22.41,16.54,40808.6,32,87.76,3.9,Puzzle Game
2021,2399,60.58,28.25,24831.86,182,58.85,1.6,Building Blocks
2017,4482,43.78,9.17,19036.48,36,51.18,3.3,Teddy Bear
2017,2044,67.17,28.17,38492.1,186,29.1,4.2,Building Blocks
2016,2870,95.48,32.72,18714.68,112,40.63,1.0,Building Blocks
2023,1121,55.23,6.62,5380.43,110,54.97,1.6,Teddy Bear
2017,2081,79.8,6.59,43083.39,67,55.14,1.7,Remote Control Car
2025,1299,76.54,1.77,20462.71,30,46.44,3.2,Barbie Doll
2019,1345,92.57,38.04,7497.59,196,65.15,4.2,Remote Control Car
2023,3606,25.33,16.55,32677.36,135,22.55,4.4,Puzzle Game
2022,377,83.6,11.27,44598.89,122,79.4,1.3,Train Set
2016,846,91.02,38.9,43187.31,152,68.99,3.0,Train Set
2017,2911,42.31,7.16,28167.89,9,75.93,4.5,Remote Control Car
2016,4810,34.81,21.36,5315.48,34,12.83,1.3,Remote Control Car
2022,2843,95.44,37.24,35133.55,55,72.57,1.1,Toy Bike
2020,3144,64.63,28.69,30832.61,103,69.17,1.2,Barbie Doll
2020,3027,41.16,27.7,11297.27,116,11.62,4.7,Toy Bike
2023,1012,80.22,7.87,45126.47,79,46.07,2.6,Puzzle Game
2022,1318,33.93,9.05,5246.72,113,34.38,1.2,Toy Bike
2018,422,21.76,29.13,19278.87,12,30.45,5.0,Building Blocks
2018,4430,56.68,1.18,5632.12,58,22.56,4.8,Action Figure
2023,2618,58.79,43.46,45685.3,187,30.27,2.7,Action Figure
2015,4952,83.45,17.52,2733.82,68,70.97,1.4,Toy Bike
2016,4792,48.42,20.83,21862.47,17,82.63,4.0,Remote Control Car
2016,3743,82.39,12.92,43227.16,158,38.09,1.2,Remote Control Car
2020,1654,34.58,43.83,13317.73,191,32.83,3.5,Train Set
2018,145,59.66,32.13,6145.6,190,33.45,4.0,Building Blocks
2025,4419,24.8,22.5,7223.21,190,52.74,1.9,Barbie Doll
2024,3991,41.62,29.27,20841.82,18,13.65,4.8,Action Figure
2017,1250,86.47,19.02,22000.51,149,55.97,5.0,Teddy Bear
2017,3994,25.52,23.28,36185.77,163,83.61,2.4,Teddy Bear
2017,4929,81.97,17.88,12658.5,145,49.4,4.9,Barbie Doll
2020,181,31.87,20.53,35390.14,89,41.88,1.9,Puzzle Game
2022,3165,8.28,15.75,49949.82,182,13.18,4.2,Barbie Doll
2025,1440,15.44,3.88,43348.29,152,53.82,4.0,Toy Bike
2021,1199,75.86,1.87,32143.14,15,20.91,1.2,Toy Bike
2018,3560,29.9,8.71,47055.71,85,46.93,2.0,Toy Bike
2025,3697,67.14,12.58,49564.35,76,34.71,2.5,Remote Control Car
2018,857,71.42,44.52,28943.42,14,30.87,1.1,Puzzle Game
2025,4889,37.79,30.56,14407.88,175,86.6,4.8,Action Figure
2024,100,50.12,47.91,45834.18,110,73.02,1.9,Barbie Doll
2025,3258,43.36,16.98,42365.54,92,19.56,4.7,Barbie Doll
2025,105,95.0,20.09,5145.95,92,35.3,2.8,Puzzle Game
2025,3714,35.4,35.99,46882.36,31,66.27,1.5,Toy Bike
2016,793,22.42,28.9,18944.77,100,75.88,2.7,Barbie Doll
2015,4588,39.73,26.39,16782.21,58,52.12,3.5,Remote Control Car
2023,2926,68.6,28.78,17820.2,168,82.02,2.9,Barbie Doll
2016,129,71.25,29.21,16680.9,190,38.93,2.3,Teddy Bear
2022,4522,92.79,38.29,26285.23,182,16.09,4.3,Remote Control Car
2023,3990,88.77,33.4,29408.91,188,85.32,4.8,Toy Bike
2018,3016,32.39,47.87,21856.14,93,43.1,1.4,Building Blocks
2022,3778,48.24,47.4,21216.37,139,11.85,3.2,Puzzle Game
2023,4586,75.99,21.1,37128.38,154,67.54,2.3,Teddy Bear
2024,175,92.07,1.79,1148.35,27,30.14,4.0,Puzzle Game
2024,268,37.03,0.55,47397.44,30,17.28,3.5,Action Figure
2019,997,47.22,6.16,36007.25,53,77.53,1.1,Remote Control Car
2021,4423,90.45,3.74,35655.37,37,29.41,3.5,Building Blocks
2024,644,39.06,18.67,21676.2,3,53.47,3.9,Remote Control Car
2018,190,50.65,2.64,48323.55,74,58.98,4.1,Teddy Bear
2015,2943,90.93,31.25,1015.84,96,85.6,4.6,Barbie Doll
2017,3105,81.21,9.51,4747.59,69,41.72,4.8,Puzzle Game
2019,1680,28.13,25.7,40399.15,137,50.11,2.1,Train Set
2017,926,35.86,5.15,37196.34,154,34.14,3.6,Train Set
2025,4255,38.53,41.39,14296.42,163,47.31,3.2,Toy Bike
2021,2710,91.71,39.0,30143.23,69,10.57,4.3,Puzzle Game
2023,3440,99.9,19.32,27070.59,80,78.7,1.2,Action Figure
2020,4941,78.53,45.53,26828.62,139,15.28,2.6,Puzzle Game
2024,2079,51.01,9.29,30182.5,121,29.69,2.4,Remote Control Car
2015,4874,5.97,40.7,49693.03,158,67.53,3.6,Puzzle Game
2021,2602,71.26,27.29,49379.9,113,61.32,2.7,Toy Bike
2017,3661,41.99,16.48,49102.4,149,70.14,2.6,Remote Control Car
2019,1090,65.13,4.22,27885.54,4,50.42,2.5,Remote Control Car
2024,364,62.64,8.57,16586.6,145,84.29,4.3,Building Blocks
2018,3509,50.68,43.14,28445.39,188,85.6,2.9,Puzzle Game
2024,4222,94.72,30.34,31511.74,159,70.63,2.6,Teddy Bear
2019,3075,7.2,11.85,16260.47,6,35.74,4.5,Train Set
2019,2996,72.65,24.79,32006.02,116,13.29,1.0,Remote Control Car
2020,3286,43.93,5.39,31477.72,39,53.95,2.3,Building Blocks
2024,3730,72.81,4.94,45270.1,107,10.72,3.7,Teddy Bear
2024,4857,69.15,45.39,12642.58,118,74.75,1.4,Teddy Bear
2025,3156,5.97,22.89,35182.88,42,57.04,3.3,Puzzle Game
2020,1587,32.11,18.08,23087.31,50,59.51,2.8,Puzzle Game
2022,3922,22.96,47.45,7365.87,27,14.83,3.7,Puzzle Game
2022,1917,20.86,19.95,16492.95,106,56.87,3.1,Remote Control Car
2025,4999,74.21,16.81,3806.57,83,24.38,1.8,Teddy Bear
2023,1211,27.76,13.65,16647.31,130,42.21,1.5,Teddy Bear
2022,3970,50.1,28.25,4381.67,65,35.53,2.2,Action Figure
2025,3932,28.46,27.92,46346.81,14,29.7,4.8,Barbie Doll
2016,2806,60.12,0.81,5985.55,108,45.77,1.8,Toy Bike
2024,1962,73.45,32.7,41049.73,15,70.95,2.8,Action Figure
2025,314,36.45,39.42,45400.19,179,28.66,4.8,Barbie Doll
2015,4478,62.29,30.8,23915.86,150,50.84,1.8,Teddy Bear
2024,4965,83.36,43.49,3642.38,58,38.53,2.0,Barbie Doll
2016,1352,13.95,13.82,30193.5,81,62.33,2.9,Barbie Doll
2016,1244,72.51,9.6,12503.65,190,55.36,1.4,Building Blocks
2017,1576,35.7,34.86,9656.26,178,62.0,1.3,Train Set
2024,3654,16.65,9.43,28771.43,169,88.58,2.2,Toy Bike
2021,4444,56.84,4.56,18462.74,32,50.56,1.6,Remote Control Car
2016,2298,26.49,4.83,36788.55,161,18.22,2.7,Remote Control Car
2015,1208,83.03,38.42,29971.3,193,13.59,1.4,Building Blocks
2020,4417,9.08,1.44,41637.72,41,14.03,3.3,Remote Control Car
2023,4680,14.37,14.47,3860.91,83,38.17,3.0,Barbie Doll
2017,3563,54.49,6.46,12511.03,102,67.97,3.4,Action Figure
2020,2128,60.95,37.75,28782.49,124,77.21,4.6,Teddy Bear
2017,1194,74.34,25.17,44140.98,115,57.52,2.4,Barbie Doll
2015,118,29.63,10.27,40858.15,59,48.4,2.1,Puzzle Game
2019,3767,84.97,37.52,34297.04,99,77.73,3.3,Barbie Doll
2024,3058,95.55,37.52,29129.53,186,14.54,2.0,Building Blocks
2025,876,52.41,26.15,31941.5,132,35.89,1.3,Train Set
2018,1219,77.25,13.79,11466.78,75,14.59,1.2,Toy Bike
2021,1033,54.86,29.31,30164.47,3,84.49,1.3,Barbie Doll
2020,4626,11.6,46.68,25194.32,119,17.14,1.9,Train Set
2024,4027,35.98,2.58,19837.29,66,86.76,3.9,Building Blocks
2021,3384,13.31,13.35,44498.8,36,68.47,1.6,Puzzle Game
2019,2390,98.94,14.25,41641.37,151,49.56,2.0,Action Figure
2018,2065,26.76,31.59,4760.05,139,35.01,4.4,Building Blocks
2021,1502,65.41,32.56,49300.74,163,52.97,2.7,Puzzle Game
2021,2183,32.01,10.32,12269.23,29,61.42,1.2,Teddy Bear
2020,1089,67.06,10.81,11551.63,61,48.5,2.0,Building Blocks
2022,4773,24.99,46.41,47247.0,190,83.4,2.2,Puzzle Game
2018,4263,79.6,37.81,22795.32,7,21.14,1.7,Train Set
2024,3516,15.53,46.71,40462.87,19,20.27,4.9,Barbie Doll
2019,3076,90.04,41.48,15121.91,70,72.36,2.6,Puzzle Game
2018,4307,84.84,20.11,43785.38,89,54.86,2.6,Remote Control Car
2015,2797,69.49,6.1,41782.93,123,42.49,4.9,Remote Control Car
2022,4312,11.4,31.48,26454.45,62,75.64,3.2,Puzzle Game
2015,4445,24.81,17.6,35547.74,23,85.13,1.3,Action Figure
2019,3545,86.64,21.27,48237.38,53,51.98,2.8,Action Figure
2020,3905,16.59,21.29,23150.23,139,55.49,3.6,Barbie Doll
2020,611,19.81,46.83,25216.04,97,14.4,3.3,Remote Control Car
2019,2253,56.68,3.44,36417.38,72,49.88,4.4,Action Figure
2017,3469,31.05,9.66,19934.9,114,11.58,4.9,Teddy Bear
2019,1194,26.1,30.4,48100.26,35,42.47,1.2,Toy Bike
2022,2749,59.7,44.19,2981.35,141,87.31,2.0,Action Figure
2016,1601,40.39,45.9,20765.52,198,71.0,4.6,Building Blocks
2020,4071,18.35,27.93,35978.7,110,68.75,4.5,Toy Bike
2023,610,55.81,1.73,22039.65,61,72.79,1.1,Train Set
2022,1237,41.77,18.14,13703.18,167,77.97,3.3,Remote Control Car
2025,3183,74.78,45.94,21259.25,68,13.42,2.3,Toy Bike
2022,3461,14.76,25.0,44194.32,171,80.36,3.1,Train Set
2022,1739,63.96,36.33,27803.36,128,71.97,1.9,Teddy Bear
2021,4457,46.47,13.46,17420.4,170,64.71,3.8,Puzzle Game
2022,2473,43.58,1.25,33904.63,16,42.46,2.3,Action Figure
2020,1419,27.07,28.92,30980.41,121,34.04,3.6,Remote Control Car
2016,630,7.89,41.75,28461.89,11,25.36,1.3,Building Blocks
2016,1026,85.53,49.51,20166.71,88,37.33,4.9,Barbie Doll
2022,4322,36.01,42.33,4537.82,104,80.26,2.0,Teddy Bear
2025,4659,69.7,27.7,31415.84,63,14.52,2.6,Remote Control Car
2015,2406,95.02,30.44,21569.65,119,68.09,2.5,Teddy Bear
2020,168,58.67,41.21,22009.44,31,16.81,3.4,Train Set
2020,1592,42.73,0.99,12469.94,198,19.35,1.4,Barbie Doll
2025,4912,30.49,47.58,13221.58,24,25.98,2.3,Building Blocks
2018,3093,93.73,26.56,39585.6,183,63.91,4.5,Toy Bike
2025,1022,69.8,47.6,24488.87,129,78.11,2.6,Teddy Bear
2025,965,68.2,38.23,6355.6,166,21.34,2.0,Puzzle Game
2024,1487,45.49,7.62,3246.7,184,28.71,4.6,Puzzle Game
2017,636,85.28,8.26,12011.06,174,60.77,3.3,Puzzle Game
2025,400,72.8,17.68,24884.65,134,46.49,2.7,Barbie Doll
2017,4641,31.9,13.2,31245.25,79,60.68,4.8,Puzzle Game
2015,2612,61.96,21.96,8040.26,160,22.66,3.8,Teddy Bear
2017,1920,45.87,30.2,22259.09,82,46.77,3.7,Puzzle Game
2018,322,5.63,21.83,4555.06,111,37.24,2.3,Barbie Doll
2025,2977,81.72,2.82,2848.57,96,44.94,3.2,Teddy Bear
2025,4408,16.67,48.78,43304.05,140,33.71,2.9,Barbie Doll
2019,3489,53.45,21.26,33258.38,34,21.46,2.6,Action Figure
2017,3091,36.94,42.55,39273.6,66,63.34,1.0,Puzzle Game
2020,3998,37.5,3.7,9911.99,172,63.52,2.2,Action Figure
2025,1814,50.35,40.5,16785.73,86,31.15,4.9,Train Set
2019,4340,99.72,8.67,22745.77,21,56.17,4.1,Puzzle Game
2017,1820,43.8,33.97,33243.68,198,86.94,3.5,Toy Bike
2020,1572,22.32,33.09,27207.34,6,52.97,2.7,Teddy Bear
2020,881,63.29,45.49,28021.41,12,35.12,1.3,Toy Bike
2022,611,27.45,16.03,8690.2,132,34.68,3.4,Barbie Doll
2016,3590,15.03,5.45,24264.56,7,76.5,2.1,Puzzle Game
2015,4186,9.77,43.23,41366.12,76,49.08,3.3,Puzzle Game
2018,1529,7.17,16.58,25963.58,73,31.06,4.8,Teddy Bear
2021,4516,45.96,11.63,10787.35,7,60.47,4.1,Teddy Bear
2025,1255,45.54,24.31,21256.46,47,79.18,4.8,Train Set
2024,706,22.63,7.31,37985.62,22,68.2,4.4,Barbie Doll
2017,3990,79.48,14.85,7614.63,155,16.91,1.4,Action Figure
2017,639,17.28,19.26,29442.71,38,37.33,1.4,Puzzle Game
2019,4376,91.96,13.86,48300.42,88,75.02,3.7,Toy Bike
2019,4954,60.82,22.51,19634.79,14,43.46,3.6,Action Figure
2024,1421,7.62,19.23,3138.42,168,89.89,2.5,Puzzle Game
2017,4624,96.48,38.73,32022.1,100,37.36,1.2,Barbie Doll
2023,3801,34.25,45.92,3308.07,101,82.6,3.9,Puzzle Game
2018,3809,47.75,5.05,10388.68,116,46.76,1.4,Train Set
2017,2150,32.01,41.17,3371.47,50,84.88,3.5,Puzzle Game
2025,1934,74.2,46.59,9361.88,32,43.7,1.2,Train Set
2016,797,51.14,34.33,42891.68,69,47.48,1.7,Puzzle Game
2024,513,17.58,49.82,37007.71,194,53.26,3.2,Puzzle Game
2025,803,14.9,16.75,17750.78,87,13.18,3.4,Building Blocks
2023,632,73.91,41.52,44959.75,5,16.72,3.7,Action Figure
2018,2255,27.52,33.69,33593.93,122,78.37,1.4,Barbie Doll
2017,4164,18.09,16.17,22939.58,40,31.21,2.8,Action Figure
2021,4200,52.45,35.23,4348.31,166,60.18,1.5,Toy Bike
2022,4077,81.26,25.48,36805.35,190,30.8,4.7,Building Blocks
2025,4866,31.48,9.45,19400.78,2,38.17,4.3,Building Blocks
2016,3403,31.26,8.69,15838.62,40,58.35,3.3,Building Blocks
2021,2858,84.22,35.67,15125.38,71,37.09,2.7,Action Figure
2019,3653,19.04,35.6,1377.75,178,68.07,2.3,Building Blocks
2025,3963,63.59,26.54,37389.61,150,51.32,4.1,Teddy Bear
2019,1469,95.73,25.07,8120.21,135,70.54,3.0,Remote Control Car
2017,2217,84.92,9.0,26511.6,125,27.12,1.0,Action Figure
2019,2194,10.87,21.46,1787.99,73,61.6,3.3,Train Set
2016,2217,35.39,43.57,31766.28,109,35.07,4.4,Action Figure
2018,1610,18.53,42.74,19105.13,163,38.25,3.4,Puzzle Game
2020,1226,95.18,33.05,31906.63,102,24.93,1.3,Barbie Doll
2015,1318,98.66,49.87,5404.85,24,20.28,3.4,Building Blocks
2024,3637,27.32,44.66,14050.36,164,80.51,4.0,Train Set
2018,1216,68.62,7.26,6405.03,53,85.7,4.0,Train Set
2020,3625,84.96,19.96,32657.47,107,41.48,3.2,Puzzle Game
2023,2891,27.2,6.6,6319.12,154,71.08,4.0,Teddy Bear
2025,1920,22.83,23.3,31238.01,56,74.28,1.5,Toy Bike
2025,3979,6.07,38.82,7599.83,86,21.35,2.0,Train Set
2016,2317,44.14,7.79,47224.38,89,85.13,1.9,Building Blocks
2025,2936,90.45,44.02,21402.65,43,74.66,2.4,Building Blocks
2021,209,90.78,28.45,7202.91,89,73.17,3.5,Toy Bike
2020,2708,17.14,37.45,3048.71,41,83.96,3.1,Train Set
2016,3813,24.41,2.26,17141.71,89,38.23,2.9,Puzzle Game
2022,4784,43.76,4.69,44677.93,166,80.94,3.3,Remote Control Car
2021,1105,79.16,31.04,8046.94,7,89.84,2.6,Remote Control Car
2025,383,63.13,41.91,39750.77,40,28.51,4.9,Train Set
2019,3646,53.82,43.69,21451.22,108,19.71,1.1,Teddy Bear
2019,941,61.23,34.42,40343.46,152,18.7,2.2,Puzzle Game
2021,3037,14.14,10.05,43840.28,83,40.2,4.9,Toy Bike
2023,4497,50.38,9.75,49893.06,150,74.7,4.7,Remote Control Car
2025,1412,99.25,44.07,4341.68,46,70.07,4.3,Building Blocks
2023,975,13.4,5.66,40018.76,23,25.79,1.6,Building Blocks
2023,2493,54.33,34.3,4414.76,84,52.78,4.2,Barbie Doll
2020,2627,33.09,26.68,16424.84,84,38.92,1.4,Barbie Doll
2024,4030,56.29,21.07,32665.38,135,76.55,1.3,Remote Control Car
2020,2455,59.51,22.02,22917.13,162,74.33,1.3,Barbie Doll
2017,1469,59.86,47.26,28697.59,139,74.81,3.3,Train Set
2015,2925,85.96,43.07,48343.41,171,52.02,3.8,Teddy Bear
2021,109,42.03,43.25,41114.18,72,74.6,2.0,Barbie Doll
2018,2574,54.05,20.33,18819.81,102,68.67,3.6,Puzzle Game
2015,3847,6.04,5.35,30397.29,139,51.98,2.8,Teddy Bear
2022,2709,80.01,49.89,3375.67,43,71.82,4.9,Building Blocks
2020,4146,29.65,7.27,23192.01,25,40.15,2.4,Puzzle Game
2020,1628,82.57,25.78,30811.43,31,72.38,3.7,Remote Control Car
2016,4456,30.24,13.23,36021.14,154,59.87,1.5,Teddy Bear
2015,3155,6.02,25.54,45174.35,71,78.95,1.2,Remote Control Car
2016,757,19.71,15.25,14869.85,173,81.39,3.5,Action Figure
2018,1830,98.64,44.84,45206.35,186,41.1,2.0,Barbie Doll
2016,2463,35.38,48.42,33414.41,64,33.03,4.7,Train Set
2015,3456,15.34,20.5,4804.64,20,32.41,1.1,Teddy Bear
2021,2211,16.28,3.51,19636.31,79,36.09,4.8,Puzzle Game
2025,3589,34.48,33.17,24353.16,80,14.06,1.1,Toy Bike
2025,658,8.58,18.83,18271.88,99,84.5,3.6,Action Figure
2022,358,53.59,49.3,6681.04,190,19.92,4.4,Barbie Doll
2020,4357,25.31,4.47,28027.64,189,80.24,2.7,Remote Control Car
2018,2414,54.33,5.96,7455.92,54,49.01,3.6,Barbie Doll
2020,234,18.37,34.97,45836.33,35,82.03,2.2,Building Blocks
2017,295,45.84,37.93,43397.4,104,84.61,2.9,Toy Bike
2022,288,61.8,23.55,24285.57,112,75.7,1.7,Remote Control Car
2024,569,10.89,13.86,4319.68,34,42.56,1.9,Toy Bike
2016,3957,42.88,15.49,28058.07,103,43.0,4.6,Toy Bike
2019,326,33.74,16.9,30019.6,125,87.31,3.8,Puzzle Game
2015,4078,27.83,11.26,44532.72,129,36.94,4.4,Toy Bike
2020,4359,62.43,42.53,4308.36,9,42.89,2.6,Action Figure
2016,655,60.91,3.25,34913.13,105,33.27,1.5,Action Figure
2018,4623,64.92,20.36,28577.44,94,51.1,4.7,Train Set
2020,4653,20.09,37.38,9563.95,21,58.83,4.9,Remote Control Car
2024,4103,32.14,0.19,6964.94,22,63.04,4.4,Action Figure
2025,2762,24.92,43.9,35003.59,108,22.68,3.3,Building Blocks
2022,191,56.35,35.31,17651.22,90,37.73,3.0,Toy Bike
2022,3711,48.8,3.67,49997.05,159,89.68,4.6,Toy Bike
2025,2419,36.38,44.75,44806.15,37,15.73,2.6,Teddy Bear
2020,1767,79.67,24.37,28720.16,176,39.78,3.3,Barbie Doll
2018,4606,13.93,32.61,32444.85,130,26.95,2.7,Train Set
2022,4815,97.62,44.1,8785.44,104,32.53,1.3,Remote Control Car
2022,3477,16.07,44.06,44806.23,144,47.38,4.5,Action Figure
2024,2374,78.44,20.44,23487.75,50,88.93,3.9,Remote Control Car
2015,1894,39.98,11.88,26546.35,125,74.99,2.9,Barbie Doll
2018,449,87.2,12.87,43783.33,23,29.26,1.6,Building Blocks
2018,4813,12.05,38.3,1306.27,124,21.0,1.7,Teddy Bear
2021,2613,40.6,46.47,25222.98,99,58.5,3.7,Teddy Bear
2025,1572,36.87,3.61,31711.57,6,80.11,4.7,Remote Control Car
2021,1384,99.35,0.75,8806.19,189,26.02,2.7,Teddy Bear
2025,2673,98.63,41.15,4346.72,36,25.61,2.8,Train Set
2022,288,23.03,19.33,27211.77,150,64.73,3.7,Barbie Doll
2025,3265,64.84,13.82,27828.92,190,33.78,4.4,Toy Bike
2019,3697,55.87,9.42,17182.27,139,13.32,4.2,Remote Control Car
2021,1666,19.67,17.32,44229.33,122,34.2,3.9,Puzzle Game
2022,2479,20.94,48.57,15753.14,77,26.85,2.0,Puzzle Game
2023,3702,98.98,48.85,26307.49,173,36.21,1.7,Puzzle Game
2017,1771,48.01,16.58,10149.04,56,75.16,1.0,Action Figure
2017,1322,16.95,48.18,1546.85,173,63.87,4.9,Train Set
2018,3189,25.41,14.99,21875.36,172,32.38,2.7,Remote Control Car
2019,2928,30.49,42.72,26820.47,94,42.69,1.8,Action Figure
2024,1585,53.54,10.6,38469.31,105,27.11,1.5,Remote Control Car
2015,585,36.88,41.32,22989.83,129,54.29,1.6,Puzzle Game
2021,998,48.23,17.69,14657.88,28,28.1,2.3,Teddy Bear
2023,2692,20.82,9.79,30607.6,4,84.18,4.4,Remote Control Car
2022,3991,36.04,46.74,19677.58,132,31.58,4.9,Remote Control Car
2019,1071,11.68,10.71,12437.81,78,66.96,3.0,Building Blocks
2018,483,89.52,49.59,45607.05,87,41.52,2.3,Remote Control Car
2021,1453,23.88,5.43,27297.85,58,81.49,1.7,Barbie Doll
2019,3561,76.91,0.5,10823.39,111,35.24,2.1,Teddy Bear
2021,2985,38.21,43.54,33874.66,42,11.27,3.5,Remote Control Car
2015,4928,50.07,29.33,40350.8,196,18.49,4.8,Barbie Doll
2015,4314,32.67,21.08,38168.15,193,15.43,3.0,Train Set
2024,4854,71.16,4.1,30377.33,40,34.8,1.6,Train Set
2017,3383,85.23,28.74,26461.46,74,63.79,4.8,Puzzle Game
2025,1652,32.2,19.69,39088.86,135,51.29,4.9,Train Set
2016,278,28.01,24.18,35697.99,130,29.92,4.6,Teddy Bear
2016,4572,69.74,31.52,29002.38,34,89.9,4.4,Puzzle Game
2021,4267,23.54,32.0,33228.31,118,15.26,4.1,Teddy Bear
2024,2246,65.78,48.03,9262.67,120,59.86,1.5,Remote Control Car
2016,2949,13.97,32.75,1976.74,51,74.13,2.3,Action Figure
2025,160,63.91,16.97,46625.67,12,86.64,4.0,Teddy Bear
2018,1294,53.77,16.48,46828.95,56,38.35,4.5,Barbie Doll
2016,4209,15.82,23.86,39610.57,76,55.61,1.9,Building Blocks
2020,2735,66.66,12.97,19242.91,16,30.13,3.5,Train Set
2022,3851,47.42,18.82,8386.78,136,12.69,1.2,Toy Bike
2024,3917,25.63,42.11,18509.27,170,51.42,4.4,Train Set
2018,1427,38.57,42.99,36585.44,6,57.25,2.4,Remote Control Car
2019,1821,51.75,31.39,17424.8,177,32.02,1.8,Train Set
2018,62,13.7,29.14,39999.73,139,28.59,4.4,Action Figure
2017,4384,95.97,21.35,33977.65,190,32.48,1.7,Teddy Bear
2019,3311,68.23,31.79,31869.0,158,51.95,2.8,Building Blocks
2023,712,14.74,40.3,46581.61,138,64.44,1.4,Barbie Doll
2022,3142,83.17,36.89,44777.4,87,67.65,2.8,Teddy Bear
2022,743,35.64,1.77,35871.61,18,32.17,4.7,Barbie Doll
2022,3440,61.7,36.56,10763.13,62,78.5,3.8,Toy Bike
2022,1231,31.33,36.0,47007.29,9,48.82,4.9,Puzzle Game
2021,3068,74.67,4.95,12129.0,73,53.85,2.8,Teddy Bear
2022,1554,73.69,7.51,19256.57,114,28.27,4.6,Action Figure
2025,1952,57.44,39.4,41512.28,134,40.65,4.6,Toy Bike
2022,4221,27.89,27.95,11224.2,80,14.13,1.4,Barbie Doll
2022,378,29.1,41.08,32291.56,76,56.18,4.9,Toy Bike
2024,1489,41.37,9.24,23433.98,130,69.91,4.6,Building Blocks
2021,3896,18.78,1.53,31577.63,154,53.48,3.5,Building Blocks
2015,4217,37.08,8.1,47944.49,9,36.12,3.1,Action Figure
2018,274,70.01,22.63,40609.85,5,76.78,2.5,Barbie Doll
2018,2570,83.93,26.16,15495.31,92,14.61,3.3,Train Set
2019,3764,36.6,42.89,3806.44,94,29.9,3.9,Teddy Bear
2024,2457,27.19,35.81,48385.17,145,14.0,3.8,Barbie Doll
2020,860,84.1,49.52,29673.45,62,41.44,2.2,Puzzle Game
2018,3167,89.62,3.94,9482.15,47,30.03,3.7,Toy Bike
2016,4823,43.95,6.51,31728.33,39,64.61,1.0,Remote Control Car
2020,3340,7.56,4.22,3068.61,128,16.28,1.7,Remote Control Car
2022,4436,71.02,26.92,10188.58,59,12.69,1.6,Building Blocks
2022,2301,79.48,13.34,31998.89,6,54.23,4.0,Building Blocks
2021,4711,6.71,34.18,20721.39,196,69.73,4.6,Train Set
2020,2579,61.53,6.63,16929.49,115,47.47,1.3,Remote Control Car
2016,4656,60.9,5.16,33119.24,166,32.5,4.6,Train Set
2021,973,40.98,23.01,43453.77,184,49.88,2.2,Action Figure
2025,3102,76.23,18.79,34250.96,142,37.06,3.5,Action Figure
2019,65,45.68,41.46,23708.58,80,33.7,1.7,Action Figure
2020,3646,69.29,41.88,33284.33,182,45.77,2.6,Toy Bike
2024,2453,54.13,5.87,35086.96,101,59.12,2.8,Barbie Doll
2022,4501,28.6,40.62,38977.48,160,56.29,2.5,Puzzle Game
2022,4975,62.62,28.21,16045.37,159,18.66,4.3,Teddy Bear
2017,4060,75.01,25.18,6607.25,197,27.46,3.3,Puzzle Game
2021,2696,97.52,4.74,34412.12,145,10.56,3.0,Remote Control Car
2015,1151,41.11,36.98,6933.15,4,45.05,4.1,Puzzle Game
2015,3025,11.12,2.98,23638.72,107,71.61,3.8,Toy Bike
2021,1140,98.86,13.88,12304.38,6,43.14,1.4,Barbie Doll
2024,2956,64.26,4.77,17271.48,192,89.95,3.1,Puzzle Game
2023,1796,94.91,26.54,24060.61,158,70.03,4.2,Remote Control Car
2021,4359,14.86,32.26,44912.66,119,39.99,3.6,Teddy Bear
2024,1770,37.49,44.54,34340.76,75,87.86,3.9,Barbie Doll
